,PO Requestor WWID,SC Number,PO Number,PO Date,PO Validity End Date,PO Net Amt $,PO Supplier Name,PO Supplier ID
121,G8599442,548945,6791762816,2021-04-14,2021-05-02,4194,nVKoFoQxxiJKrcZ,3209
122,G3295109,548945,6791762816,2021-04-26,2021-05-12,1834,KgDARicUpWvkiMr,2556
123,G5778210,548945,6791762816,2021-04-13,2021-07-08,5001,PehLWaHgbxkQEfh,6235
124,G4734347,548945,6791762816,2021-04-26,2021-05-31,3762,cQPnBnqgjZxvNkT,9438
125,G0294273,548945,6791762816,2021-06-07,2021-07-13,5959,WqKoouLtdaovWPk,5550
126,A9803288,548945,6791762816,2021-06-27,2021-07-07,9775,rXLHKBXFFWjHyiH,1842
127,B9867334,548945,6791762816,2021-06-08,2021-07-14,8403,uNWXeWnmrHsbjpL,8337
128,B5730997,548945,6791762816,2021-04-10,2021-06-05,9316,QLDxJFwqqAuBtyT,7262
129,B9539893,548945,6791762816,2021-05-02,2021-06-17,6375,sZfrjtsLeFSUirI,3669
130,A3141641,548945,6791762816,2021-06-11,2021-08-12,4466,gotDFhZWCGWGFKB,5375
131,A4255888,548945,6791762816,2021-05-13,2021-07-24,6530,OHzuoRLPfHcbqfX,3643
132,A0178720,548945,6791762816,2021-04-21,2021-05-02,12578,EPvMqHWgPGQXMtv,6635
133,B4166266,548945,6791762816,2021-05-12,2021-07-25,6935,orZSqRnxZewJvrT,1159
134,G3295109,548945,6791762816,2021-04-19,2021-06-27,14574,DjAFUikWlEEuFrH,8383
135,G8733259,548945,6791762816,2021-05-01,2021-07-19,6848,yJIyBwtGjiBPWDk,7383
136,G6050999,548945,6791762816,2021-05-21,2021-08-16,6717,XXGCGFDQcPniRAy,9452
137,G3660842,548945,6791762816,2021-05-24,2021-05-28,3450,uEKtigxoAbtLcNl,4784
138,A8394297,548945,6791762816,2021-04-21,2021-06-22,12617,KNJtBHDODefVwsF,3199
139,G3241853,548945,6791762816,2021-06-28,2021-08-21,7527,fgcdRUEdGdhPWMv,2625
140,B4316135,548945,6791762816,2021-04-22,2021-06-07,2891,sUtwexbMhXxDttI,4784
141,B4316135,548945,6791762816,2021-05-26,2021-06-09,10762,dcmLoGUymhzsVda,6168
142,G7494913,548945,6791762816,2021-05-25,2021-08-03,13515,lpxsgHWOYCihEAY,3910
143,G0294273,548945,6791762816,2021-04-03,2021-07-01,4058,YzCXhqBnFfEFhxK,5037
144,G6621122,548945,6791762816,2021-04-15,2021-04-19,5878,pTnJivsqRwTzlll,1749
145,G7348164,548945,6791762816,2021-05-26,2021-07-13,1471,IdxJoaQcyjLrOJb,3073
146,B6683279,548945,6791762816,2021-05-24,2021-06-18,9926,TRtYBxDzbIPbbcP,5308
147,B5730997,548945,6791762816,2021-04-16,2021-05-29,13508,LhCQdvsrrbaIxuG,8441
148,B6230669,548945,6791762816,2021-05-05,2021-06-09,2630,rPWNzQMsHzAlOlZ,6036
149,B4656755,548945,6791762816,2021-04-08,2021-05-11,13346,wSnzEUnRpnBmVao,2301
150,G8599442,548945,6791762816,2021-06-25,2021-08-07,8323,KMbCnauAwcTgssl,8740
151,G7769999,548945,6791762816,2021-06-07,2021-07-28,1845,YllnIWlyVXJceUS,4008
152,G3963840,548945,6791762816,2021-04-04,2021-06-02,13284,YlGqELyXPxCRBjK,9907
153,B4166266,548945,6791762816,2021-04-08,2021-04-18,9794,YKsjKnrezpCPJQb,1185
154,A2747102,548945,6791762816,2021-06-22,2021-08-01,12421,sjLWokaHgWBApkg,6003
155,G7348164,548945,6791762816,2021-04-27,2021-05-06,2199,rfkRSqDjtyJvVaY,9586
156,B1285962,548945,6791762816,2021-04-30,2021-06-12,8305,MzMaSLbWErzpKdS,5800
157,A4255888,548945,6791762816,2021-05-13,2021-07-07,7432,xZIRIizfyFRvHNG,1606
158,B3843902,548945,6791762816,2021-05-16,2021-07-27,11101,sVdjERaIHSBUnso,2893
159,G1183762,548945,6791762816,2021-06-15,2021-07-23,3283,aHsyAyuOQHQTPaI,9550
160,B8800376,548945,6791762816,2021-06-05,2021-08-06,1848,mOjSGsRzAbxyQYJ,6451
161,G7934854,548945,6791762816,2021-05-28,2021-08-12,9180,IBlrxjDBvDpuyTc,5746
162,B1285962,548945,6791762816,2021-05-17,2021-07-23,2544,IKSQDsoGhKMYfrK,8943
163,A2747102,548945,6791762816,2021-05-02,2021-05-21,4194,tOgbGeGaJOObaFn,9804
164,B8205457,548945,6791762816,2021-06-14,2021-07-13,13597,DlwjqzYbRxJKuoE,9443
165,B0325269,548945,6791762816,2021-05-25,2021-06-02,11967,PkzbmNWsAoMHShB,6602
166,G3295109,548945,6791762816,2021-06-03,2021-07-10,8687,pgpgytEJwhmlwoH,9772
167,A9803288,548945,6791762816,2021-06-11,2021-06-13,10661,pcnvtGozxqDrbza,9991
168,G7494913,548945,6791762816,2021-04-18,2021-06-05,5318,PCciIkvjCjaQuFm,6245
169,G1183762,548945,6791762816,2021-04-07,2021-04-20,4430,lFrvMCwdRGEWzwO,6399
170,G3660842,548945,6791762816,2021-05-04,2021-06-30,14367,XBIpdMixxxNLEFf,9293
171,A9803288,548945,6791762816,2021-05-18,2021-06-11,3492,oHYkgeVEVjytlbt,6044
172,G7934854,548945,6791762816,2021-05-12,2021-07-27,6938,PQfmIlhoPLOcAbt,3979
173,A4255888,548945,6791762816,2021-05-27,2021-08-04,6259,GmizWZeqTzghyjr,6972
174,G3241853,548945,6791762816,2021-06-02,2021-08-14,7995,xnhLtBZAhIYgdFN,4928
175,G2493226,548945,6791762816,2021-04-20,2021-05-05,10505,yuZYnVwiOxCLrnL,6975
176,B3111382,548945,6791762816,2021-04-28,2021-05-14,7280,KJSLIyJfxzwzxLO,8765
177,A9803288,548945,6791762816,2021-06-21,2021-09-06,11161,PJDRHsIqYwqypvS,3339
178,G3241853,548945,6791762816,2021-05-12,2021-06-21,6063,yEksmdUWqWJhECZ,3809
179,G7934854,548945,6791762816,2021-04-25,2021-06-30,3372,QvOEBeqnaDygQte,2450
180,B0888875,548945,6791762816,2021-05-11,2021-07-04,11647,vcAknpvhCBUPlQj,4626
181,B8205457,548945,6791762816,2021-06-14,2021-07-06,12693,euUGkllraSaLNPP,6767
182,B6230669,548945,6791762816,2021-05-01,2021-07-27,9987,VtEfBuTNEgUitnE,2536
183,B3843902,548945,6791762816,2021-05-22,2021-06-27,13926,liUIXRUeXbbteSA,8107
184,B4870683,548945,6791762816,2021-05-17,2021-07-24,6743,SfOYAwJQlFBcDSH,9229
185,B6683279,548945,6791762816,2021-05-17,2021-06-05,3906,wvehDlFZiVEORXT,4726
186,G9663829,548945,6791762816,2021-04-02,2021-06-08,14769,cADmeWTCmflvzWz,7381
187,G7494913,548945,6791762816,2021-06-03,2021-06-24,5357,jCcDaTChGBPIZFY,6996
188,G5858177,548945,6791762816,2021-06-30,2021-07-26,10283,iAqkQJddQLVFNAw,4456
189,B5730997,548945,6791762816,2021-06-21,2021-08-20,13728,fEYuvPUEQDgoKUS,6310
190,G4734347,548945,6791762816,2021-05-03,2021-06-21,6843,UMwOLiWHpwiipWb,2699
191,G7348164,548945,6791762816,2021-04-23,2021-07-06,1242,swZzmAFrYTBBfMh,2295
192,G1183762,548945,6791762816,2021-06-26,2021-08-27,4065,BxvCNsdRwOHluny,9904
193,G9369824,548945,6791762816,2021-06-08,2021-06-14,3365,cMKkdGNrdnfzbWy,6232
194,G3963840,548945,6791762816,2021-06-09,2021-08-12,3628,lZYusFjHYBgMbZz,1146
195,B8552233,548945,6791762816,2021-04-19,2021-05-07,2262,pHfxIAQVmVHOHIu,5483
196,G2953015,548945,6791762816,2021-06-14,2021-07-27,7565,ypJjKXqZHfamDUB,3117
197,A2747102,548945,6791762816,2021-06-07,2021-08-09,6209,TZStDEcGTxlGwtD,1134
198,B4316135,548945,6791762816,2021-04-22,2021-07-03,2411,HOONnNpLcRLLfcA,5669
199,B4316135,548945,6791762816,2021-04-08,2021-06-25,11173,yTfpPeXOKdYmadP,2822
200,G5858177,548945,6791762816,2021-06-06,2021-08-12,14950,ydSAtZKmWyUbGld,3359
201,B4166266,548945,6791762816,2021-06-21,2021-09-09,8580,CHACzVyTRIyvUJT,9124
202,B8552233,548945,6791762816,2021-06-08,2021-09-03,2409,aqnVhlAaVpLpJpN,8795
203,G7494913,548945,6791762816,2021-05-10,2021-05-21,5574,XPtKSdvITFsqNOi,6875
204,B2339584,548945,6791762816,2021-05-31,2021-08-11,3663,ClyBRCjigZkIVPU,2494
205,G6050999,548945,6791762816,2021-05-26,2021-05-30,3757,qunwsmiVlQlPGjR,7110
206,A2747102,548945,6791762816,2021-04-21,2021-06-21,10396,dcvWwJRnnvDqEsO,1062
207,B3049489,548945,6791762816,2021-05-20,2021-08-17,8060,EXpqGmCWUKqKgVp,7121
208,G7494913,548945,6791762816,2021-04-07,2021-04-28,7481,GWQWiABsBOLlTYN,3614
209,B4656755,548945,6791762816,2021-04-05,2021-06-29,2822,guAqyRcYTscVJnq,7191
210,G9663829,548945,6791762816,2021-04-20,2021-07-02,1015,DhbQFTSFmVaFJTo,2919
211,A0178720,548945,6791762816,2021-05-15,2021-07-22,5738,cjWPDgAKTSQdmWN,8754
212,G4734347,548945,6791762816,2021-06-25,2021-07-30,1067,jWoGhMwZSavqAmO,6046
213,A8394297,548945,6791762816,2021-05-17,2021-06-22,3267,QlFVYNAEelvYKUH,7596
214,G3660842,548945,6791762816,2021-05-10,2021-07-22,12750,xBBWfZxuaUQFCGM,5459
215,G5858177,548945,6791762816,2021-05-08,2021-05-20,12558,BDeGzgDzfUsJMIm,4687
216,B1093048,548945,6791762816,2021-05-06,2021-06-25,10689,MiTuASLygoeFSLG,9336
217,G1183762,548945,6791762816,2021-04-15,2021-04-24,7079,nOJfhjVNxbuECaP,5041
218,G1183762,548945,6791762816,2021-04-08,2021-05-05,3840,qBlJmrYiQeHnPNs,8661
219,G9369824,548945,6791762816,2021-06-27,2021-08-07,10533,rcABZUrfsOLbjYa,3620
220,G2953015,548945,6791762816,2021-05-12,2021-05-23,1506,DZuwOnKljgObTjN,2842
221,G7934854,548945,6791762816,2021-05-28,2021-06-07,13710,GbKTvqfVmROalOu,4574
222,B1285962,548945,6791762816,2021-05-02,2021-06-23,14098,xuruNpdBdHuOloR,8176
223,G4734347,548945,6791762816,2021-06-24,2021-07-20,12545,NDtMMkszfOGeRYl,3606
224,G2506327,548945,6791762816,2021-05-05,2021-06-23,12336,qyGJhgYlvyvUBfP,9297
225,B1093048,548945,6791762816,2021-04-08,2021-07-01,12367,dTwPuQRKskBtFXX,1097
226,B4870683,548945,6791762816,2021-06-03,2021-06-17,12013,PhpqhOmINDOCywl,3109
227,B4656755,548945,6791762816,2021-06-27,2021-07-06,14214,WQCnaImbSvMWwCW,1182
228,B6683279,548945,6791762816,2021-04-07,2021-06-19,13912,vOOKLbwQNyFLJKw,9427
229,G6050999,548945,6791762816,2021-06-06,2021-07-21,2354,MDQpokJUonKwQxA,1536
230,G8599442,548945,6791762816,2021-06-02,2021-07-10,2603,FHhOzhmyKMVkvue,6964
231,G5858177,548945,6791762816,2021-04-16,2021-06-22,10596,EcLxkUFFUKeyHVh,1217
232,G1183762,548945,6791762816,2021-04-10,2021-04-13,1499,iKaDRLRuxmhUVQc,6978
233,G7769999,548945,6791762816,2021-05-05,2021-06-01,5116,YfSYyRgBVjrcuvV,9718
234,G9663829,548945,6791762816,2021-06-25,2021-07-11,14569,riGcUkXVbCnLXEw,2317
235,G4734347,548945,6791762816,2021-04-26,2021-06-22,2237,dnSRFmPPCDMPGVD,9204
236,G9369824,548945,6791762816,2021-06-18,2021-08-21,12229,TXHStUqNQpwiOaY,6481
237,G6621122,548945,6791762816,2021-05-17,2021-06-23,14770,yNzGsNAykXuwwrt,2239
238,B8552233,548945,6791762816,2021-05-20,2021-06-20,13839,oQvxfsovIOMZiAD,4908
239,G9625029,548945,6791762816,2021-04-02,2021-04-13,6418,enNjlReJtAREaye,7261
240,B8800376,548945,6791762816,2021-05-22,2021-06-21,6096,pYdjkGmEfFiHlzR,5507
241,G1183762,548945,6791762816,2021-06-15,2021-08-01,1156,XdFeVgOYqECsSVx,3227
242,G8733259,548945,6791762816,2021-06-15,2021-07-15,11542,ffeQVcwmLlFTOzp,6900
243,A8394297,548945,6791762816,2021-06-10,2021-08-12,12105,uxZAXnPpUbepdQf,8463
244,G2506327,548945,6791762816,2021-06-05,2021-07-29,4456,TXYDZmXEaHHMvLN,8657
245,G1183762,548945,6791762816,2021-06-21,2021-09-01,11957,EjTqTwVafswZKNz,6449
246,B3049489,548945,6791762816,2021-04-07,2021-05-25,8614,fswhjRjDlJwtqKv,7554
247,B4656755,548945,6791762816,2021-06-21,2021-09-08,8274,oBNpQtkCyEDerUA,4338
248,G6621122,548945,6791762816,2021-06-05,2021-06-19,7529,yokLYmHEfKixfWt,4228
249,G6790921,548945,6791762816,2021-04-14,2021-07-09,13661,GPAiKAFIOkUvhoe,2233
250,A4629243,548945,6791762816,2021-05-15,2021-08-28,3383,WTHTiYiGjkuyZBD,1910
251,G6937885,548945,6791762816,2021-04-11,2021-08-09,13754,RApeBNiGgMowGBD,5961
252,A0786084,548945,6791762816,2021-06-22,2021-06-30,1958,haaMstyXJRRAbOX,1177
253,G3121056,548945,6791762816,2021-05-16,2021-07-17,10054,EhveMYmNvdchHZk,2247
254,B7710880,548945,6791762816,2021-05-10,2021-07-02,10336,iCOfVrfUNPcDECJ,2562
255,G9710933,548945,6791762816,2021-06-06,2021-07-05,6586,eksmqKQSicOxNET,9557
256,A2413381,548945,6791762816,2021-06-08,2021-08-20,11451,PhLkYJFbvynZidz,2627
257,B8218803,548945,6791762816,2021-04-16,2021-05-08,3304,ObyfHwtNqmHhnpx,5292
258,G7256697,548945,6791762816,2021-05-17,2021-08-20,11847,KTMnTHGOEmyEQnh,5212
259,A6919371,548945,6791762816,2021-05-04,2021-08-14,12787,aLuzhnBCMHZfEXN,4323
260,A0308428,548945,6791762816,2021-04-28,2021-05-16,13849,cHFNqhyCeKutXQL,7008
261,G2538053,548945,6791762816,2021-06-30,2021-08-23,4847,DDAjQxHciXurRXM,8917
262,B7449201,548945,6791762816,2021-05-14,2021-06-11,6428,AhWGWeJdMTyscKK,6143
263,A2924160,548945,6791762816,2021-05-28,2021-07-23,10255,PDMPgXGqBIETxtW,4827
264,A2853122,548945,6791762816,2021-04-02,2021-05-04,7122,mqHtKQsVEWZeQvw,6265
265,A9603964,548945,6791762816,2021-05-20,2021-08-19,6769,HlzkDGGkUWkCOeK,5972
266,A6697758,548945,6791762816,2021-04-29,2021-06-04,4237,BXOZXJFNUCSfhwD,8410
267,B6364973,548945,6791762816,2021-05-06,2021-06-25,14504,AXHYXHRpKFfejVf,5076
268,G5998398,548945,6791762816,2021-06-29,2021-09-26,4371,yRewlPplXwGIHym,4136
269,G2014850,548945,6791762816,2021-06-05,2021-09-17,14392,hruKSpNayhzewoE,5012
270,A9764112,548945,6791762816,2021-06-29,2021-09-07,6447,DEhwZpCtNXovcGl,6728
271,B2395305,548945,6791762816,2021-05-30,2021-07-16,8634,TwTUpRYoVpQDNpB,6744
272,B9380929,548945,6791762816,2021-04-01,2021-07-24,1832,cbDRjPOJCZPNBaq,3825
273,G8828894,548945,6791762816,2021-04-28,2021-05-29,4158,RJbuqXGqTStUWPo,1984
274,G6450884,548945,6791762816,2021-06-08,2021-08-04,3777,tmMFSZwbViLHpQY,6935
275,A9948156,548945,6791762816,2021-04-29,2021-05-27,13000,fydgMsCnPIwFDYy,9222
276,A4922476,548945,6791762816,2021-06-04,2021-07-22,10552,fHustONgeHByBMq,7396
277,G8754492,548945,6791762816,2021-04-06,2021-06-29,4059,ODSqWQebGBhRRXw,1696
278,A9954022,548945,6791762816,2021-06-22,2021-09-17,4616,pCaIhBHgXcOteXZ,3213
279,A3666821,548945,6791762816,2021-06-01,2021-09-16,6723,LTVvlerhuqgrbxb,2179
280,A0734281,548945,6791762816,2021-04-16,2021-07-11,7823,RvLTBUcMdgsCihz,4362
281,B7713857,548945,6791762816,2021-05-05,2021-08-07,2902,OrwXGuArzubGUHY,3874
282,G4207688,548945,6791762816,2021-05-10,2021-08-17,3043,GDvJLMSjeZdWxkY,1187
283,B1305397,548945,6791762816,2021-04-09,2021-06-19,13853,BOAvqbvCvbBmDSe,9964
284,B4959359,548945,6791762816,2021-05-06,2021-07-26,3545,dcmumSqoIbgJtaI,1712
285,B3894568,548945,6791762816,2021-04-04,2021-07-02,6545,gYjPnKDMXebnoUM,9229
286,B5624756,548945,6791762816,2021-06-10,2021-06-15,5910,mDonNtZNADSDKwe,2023
287,B4482655,548945,6791762816,2021-04-22,2021-08-06,9815,TTCImJAcXtgghmW,2052
288,G1532230,548945,6791762816,2021-06-20,2021-07-21,4475,nAoCpMbUfwDEHiv,9625
289,A0505694,548945,6791762816,2021-05-13,2021-09-01,13993,bIWOcdwYvgVUSEN,2824
290,B7733700,548945,6791762816,2021-05-24,2021-06-30,10722,RjrjbnGikjFRaJW,9519
291,A2405765,548945,6791762816,2021-04-20,2021-07-29,8279,hYCpyaONYyBwVoK,9387
292,G2516281,548945,6791762816,2021-05-30,2021-09-16,11997,KBPOSnFzEBWdEBx,7867
293,B8467465,548945,6791762816,2021-04-18,2021-07-03,9588,IPUUvTaFSNmhfef,8575
294,B8678073,548945,6791762816,2021-05-16,2021-08-13,4010,ZgEiUxPebORFHTd,8196
295,B2857891,548945,6791762816,2021-06-08,2021-07-19,3803,WHchQlhaBEuPwGz,9172
296,B7378580,548945,6791762816,2021-05-27,2021-06-08,7327,AtKZlAJQScqAuHv,2362
297,A6834504,548945,6791762816,2021-06-06,2021-08-23,3613,mPoTiivhOiTvwWC,6756
298,G4029873,548945,6791762816,2021-04-06,2021-06-01,14894,BTtnoGbjIssLYhN,7871
299,G0873989,548945,6791762816,2021-05-24,2021-09-21,4029,OUaWPmCySKOdsDZ,3194
300,A3548716,548945,6791762816,2021-04-28,2021-05-09,12186,AQSkwsNpNHuSUTj,4397
301,A1334278,548945,6791762816,2021-04-10,2021-05-30,12976,HnWUSyWKFvietcW,7984
302,A3164500,548945,6791762816,2021-06-01,2021-06-06,7770,kRNPjcQhfuGGgGZ,5148
303,G7403556,548945,6791762816,2021-04-12,2021-07-01,11735,YSaLyqEZcyQTvZr,2411
304,A9262269,548945,6791762816,2021-04-22,2021-05-02,5343,LNkyPnkoIuaCDvl,1039
305,A0243825,548945,6791762816,2021-04-22,2021-07-15,2291,TdUZXAfbZxTdyvz,7102
306,A4378808,548945,6791762816,2021-05-04,2021-08-18,6347,aLCBXKRDzvLgMfC,6536
307,A0332502,548945,6791762816,2021-04-28,2021-05-18,11060,hWpzmOVtjkGhyFb,2432
308,A2083037,548945,6791762816,2021-06-22,2021-07-23,8039,bwSiikZUkoBxGVc,8791
309,B6611407,548945,6791762816,2021-05-20,2021-06-01,2234,WsgpYaefTKNGpfl,4292
310,G5872369,548945,6791762816,2021-06-22,2021-08-10,1172,rcwBzwFtMFJCokr,6049
311,A8670604,548945,6791762816,2021-06-04,2021-09-10,5464,lSiZIoHTcMFpoNf,5228
312,G6418069,548945,6791762816,2021-06-18,2021-10-10,8721,mcVrAqKEllqajwB,1632
313,A9003466,548945,6791762816,2021-05-05,2021-08-09,2856,EZKFynwnVITrgLj,1082
314,A1281711,548945,6791762816,2021-05-03,2021-07-02,12665,EraDmEfZbYoUNak,3188
315,G9861978,548945,6791762816,2021-04-12,2021-07-20,2414,INWSlMdwhXoWwOG,8478
316,G1808035,548945,6791762816,2021-06-20,2021-10-05,12342,AgMfzTHHynsysAB,9965
317,G8318221,548945,6791762816,2021-06-04,2021-07-24,8578,AiCISHYKhRwUyMo,6499
318,A8537338,548945,6791762816,2021-04-17,2021-06-26,6399,PQWaSyunjompwUA,5913
319,G3931186,548945,6791762816,2021-05-02,2021-05-07,6840,BQjfSeHiaRWiNIT,2561
320,B0367099,548945,6791762816,2021-04-06,2021-04-21,7610,FYvbuskARCoQoxE,5288
321,B4526852,548945,6791762816,2021-04-22,2021-06-25,14087,YwuywNyhMkLsWKB,1028
322,A6993760,548945,6791762816,2021-04-01,2021-07-27,14474,uCldJNLCeqgWuKP,2879
323,A2013406,548945,6791762816,2021-06-02,2021-08-24,12843,AtZguUoJXxxxxIO,5219
324,B8522588,548945,6791762816,2021-06-26,2021-08-05,4481,BDReNthcLngLQGO,6959
325,A1319403,548945,6791762816,2021-05-13,2021-07-13,13483,tgfYKmVKlqAoQVs,9011
326,A9286772,548945,6791762816,2021-04-03,2021-05-24,7351,cnOHQQBhjZkbANZ,2350
327,A3942886,548945,6791762816,2021-04-19,2021-07-02,13453,wBdgNZFtgEUtxVl,8115
328,B7840501,548945,6791762816,2021-06-11,2021-09-29,2416,cRXkKhVMtGmapMk,2242
329,G9163080,548945,6791762816,2021-06-15,2021-07-18,5858,YrdByJToHUZdDCI,2416
330,G2840353,548945,6791762816,2021-05-15,2021-07-25,8232,vYmkSjnhLuOvdth,5317
331,A1993499,548945,6791762816,2021-06-02,2021-09-30,9624,pzgGOdnPSAtgOIY,9050
332,B3015386,548945,6791762816,2021-05-27,2021-09-19,14115,tfhslehWMeCYqqS,7662
333,A3847679,548945,6791762816,2021-06-14,2021-08-26,7259,uMWfkULGqohYcuU,6094
334,A2747002,548945,6791762816,2021-04-05,2021-04-11,13351,BduCjSpwKpeKoQC,7704
335,B9656824,548945,6791762816,2021-06-21,2021-09-07,14661,OtuadmdcCnQXaeo,5028
336,G4815199,548945,6791762816,2021-05-14,2021-09-07,4297,iWrGqauoyJGvtzj,7916
337,A4847475,548945,6791762816,2021-04-25,2021-07-05,7720,vfdxGhLWpBSMWtF,8159
338,G8239637,548945,6791762816,2021-04-05,2021-06-16,5025,pntoWbMwHzRXBol,2829
339,B3399348,548945,6791762816,2021-04-04,2021-07-26,2635,PRdeLQfNcDqtfJn,7960
340,A8421843,548945,6791762816,2021-05-17,2021-06-13,3709,eldEBuDxLzpRrkB,2859
341,A2467700,548945,6791762816,2021-05-10,2021-06-22,2749,WDmVIOXlqtraGbm,2038
342,G7978812,548945,6791762816,2021-06-30,2021-07-14,12001,rbuVTOJGMseTwHh,6062
343,G0563864,548945,6791762816,2021-04-28,2021-06-09,9192,YxXsCSZEoUoSmIC,4690
344,B2470533,548945,6791762816,2021-06-24,2021-06-25,1195,betsIoTAAqXSXmw,1060
345,B1315290,548945,6791762816,2021-04-12,2021-05-13,3162,VGAuwfONgGtIhUI,2746
346,B8678073,548945,6791762816,2021-05-23,2021-06-17,13277,hYuJNKwFASreRFg,5558
347,A9906787,548945,6791762816,2021-04-30,2021-07-12,13938,ezPpCSTQPEmBCGe,8333
348,G6742511,548945,6791762816,2021-05-08,2021-08-27,1453,LlxDSpeCUkHMkEn,6172
349,G5174818,548945,6791762816,2021-06-02,2021-08-03,2367,gYqDXNAyYhziYLU,6796
350,G3125424,548945,6791762816,2021-06-09,2021-09-07,6843,hiUFlQRDbsZdQhi,2282
351,G4046520,548945,6791762816,2021-06-13,2021-09-08,2386,BePrbQadugnzYbe,8492
352,G6746313,548945,6791762816,2021-04-09,2021-07-10,10641,EzAyEsILiXCAHzd,5824
353,A0393070,548945,6791762816,2021-04-16,2021-05-01,10462,bzDKpDCiVkQcZGA,8278
354,A6494523,548945,6791762816,2021-06-12,2021-09-22,2995,yXIetdBXsKiXcSx,8943
355,A1405757,548945,6791762816,2021-04-03,2021-05-02,5975,RRbSRwkDlBbWKAC,5266
356,A3033944,548945,6791762816,2021-04-15,2021-06-05,5429,CSpRxJBsMsJzFka,9295
357,B0226732,548945,6791762816,2021-05-06,2021-07-16,14246,QykxWdayUfmRyDX,1000
358,A3291582,548945,6791762816,2021-06-11,2021-06-28,14519,fVaKoWdLzCdhbCZ,4763
359,B7382166,548945,6791762816,2021-05-13,2021-06-06,7250,PGRVmvWaCPoDZGf,7486
360,G5165856,548945,6791762816,2021-05-31,2021-06-02,12145,JZjVEmkzmNlpNdg,2639
361,B4166986,548945,6791762816,2021-06-01,2021-08-05,5284,faBpLjVqvbEOGpm,1887
362,A0721383,548945,6791762816,2021-06-26,2021-09-10,2446,mFEggFtMsMwYyPt,3500
363,A1589244,548945,6791762816,2021-06-16,2021-09-26,12453,qTWbCWYUZNLBFPT,4675
364,A3441293,548945,6791762816,2021-06-16,2021-09-07,4533,oNuQWkRWBBGUDzQ,3454
365,A4283783,548945,6791762816,2021-04-22,2021-05-13,14767,DagbHtDVeBVemsB,3279
366,B9698302,548945,6791762816,2021-04-03,2021-05-19,14989,RfOmXSIHLyTLBro,3926
367,B6451712,548945,6791762816,2021-04-18,2021-06-17,9342,LtHblNxkcvlEXGt,4783
368,G2235001,548945,6791762816,2021-06-24,2021-10-06,10362,oadENyrJwcEbcOm,6719
369,B8849043,548945,6791762816,2021-04-09,2021-04-10,12507,rVzjAILXuoHtows,8153
370,G3182839,548945,6791762816,2021-04-22,2021-07-03,11248,BpzaTQkZLnvwnvX,9585
371,A4363523,548945,6791762816,2021-04-30,2021-07-25,13010,jolKVHFYDUnWClp,3138
372,A6269549,548945,6791762816,2021-04-19,2021-07-02,2235,YfiFJQsAytmIJeY,7090
373,G8696994,548945,6791762816,2021-05-08,2021-08-01,8310,MRQWFQwNSMrOUEN,9466
374,B7954837,548945,6791762816,2021-05-21,2021-08-01,7838,YFERZTgBUvDRbVZ,7142
375,G7383629,548945,6791762816,2021-04-01,2021-05-05,8074,PHHBqejfHCYxETW,4271
376,A0676512,548945,6791762816,2021-06-18,2021-07-25,5383,aadHyieESfaJWCp,9637
377,A0066099,548945,6791762816,2021-06-05,2021-08-08,10595,mvuVPVndWQmzLyX,1826
378,G1099675,548945,6791762816,2021-04-14,2021-06-27,10843,lEaLLULHowHYCdQ,1450
379,G8445502,548945,6791762816,2021-06-30,2021-09-23,9463,lRnBYBxuaZonRBU,2968
380,B8986584,548945,6791762816,2021-06-09,2021-06-30,7877,ObUvTsqqUGQACyE,1642
381,B9955572,548945,6791762816,2021-06-05,2021-06-20,6888,lsYarpXDfavGICu,1348
382,G7563836,548945,6791762816,2021-04-06,2021-05-16,1728,WnorxaxYNTOjNXA,7675
383,A9495745,548945,6791762816,2021-06-10,2021-08-02,8114,TsnYzldtLThHVRP,7570
384,A1988300,548945,6791762816,2021-04-26,2021-06-16,12596,EjvOebfzvyxyeFc,4654
385,B1124630,548945,6791762816,2021-06-19,2021-06-28,6171,GIjiNSstuYIizzU,7557
386,B5626539,548945,6791762816,2021-04-17,2021-07-20,5818,xfzxYXxSfKeEQPY,6742
387,G3249086,548945,6791762816,2021-05-30,2021-09-19,6753,JuJwlwavZxQQhbb,7904
388,G8527344,548945,6791762816,2021-06-04,2021-09-10,2778,FtklhWytAocJUCF,5819
389,A4228755,548945,6791762816,2021-04-22,2021-05-24,11782,uugPSsqbIuMMicZ,1048
390,A6647977,548945,6791762816,2021-05-30,2021-09-06,6475,mbHikZkJIqLGiFB,3080
391,B8679483,548945,6791762816,2021-04-05,2021-04-13,2073,pQRMRQjXHEJHnnL,8516
392,G7427825,548945,6791762816,2021-04-01,2021-06-07,12209,aKIwZJTjkkRthCx,7622
393,A8222916,548945,6791762816,2021-05-25,2021-07-04,2003,ftgAvHOfKoXwwHU,8035
394,G7864790,548945,6791762816,2021-04-03,2021-07-25,2269,lkUUBMEVrXnZAei,9961
395,G5013674,548945,6791762816,2021-06-04,2021-07-22,13518,VQlJHxOtlbEFmla,4757
396,G5499057,548945,6791762816,2021-06-02,2021-09-09,6326,uhlUEUtqrBTQasZ,2441
397,A9560898,548945,6791762816,2021-05-08,2021-07-28,5135,IosXdGzVYlWCXLQ,9885
398,G6351907,548945,6791762816,2021-05-11,2021-06-06,3595,GaLZhjGqPdHvkpF,4376
